-0.37,-0.86,-4.84,1,1,252,10
-0.37,-0.85,-4.82,1,1,252,10
-0.38,-0.86,-4.82,1,1,253,10
-0.38,-0.87,-4.86,1,1,255,10
-0.36,-0.87,-4.79,1,1,253,10
-0.36,-0.87,-4.81,1,1,253,10
-0.36,-0.86,-4.79,1,1,254,10
-0.36,-0.87,-4.82,1,1,254,10
-0.38,-0.86,-4.85,1,1,254,10
-0.36,-0.88,-4.77,1,1,256,10
-0.37,-0.86,-4.75,1,1,255,10
-0.36,-0.87,-4.83,1,1,254,10
-0.39,-0.87,-4.82,1,1,255,10
-0.38,-0.88,-4.75,1,1,255,10
-0.34,-0.87,-4.83,1,1,256,10
-0.37,-0.87,-4.78,1,1,256,10
-0.44,-0.82,-4.70,1,1,256,10
-0.36,-0.87,-4.89,1,1,256,10
-0.38,-0.88,-4.81,1,1,256,10
-0.39,-0.87,-4.83,1,1,256,10
-0.35,-0.88,-4.79,1,1,257,10
-0.33,-0.87,-4.92,1,1,258,10
-0.35,-0.87,-4.85,1,1,257,10
-0.36,-0.89,-4.78,1,1,257,10
-0.35,-0.87,-4.83,1,1,258,10
-0.36,-0.87,-4.86,1,1,257,10
-0.33,-0.87,-4.80,1,1,258,10
-0.36,-0.87,-4.85,1,1,257,10
-0.34,-0.89,-4.80,1,1,257,10
-0.24,-0.86,-4.73,1,1,257,10
-0.31,-0.91,-4.86,1,1,258,10
-0.31,-0.93,-4.84,1,1,258,10
-0.34,-0.89,-4.69,1,1,257,10
-0.29,-0.97,-4.72,1,1,258,10
-0.31,-0.95,-4.78,1,1,257,10
-0.29,-0.94,-4.81,1,1,257,10
-0.31,-0.96,-4.89,1,1,258,10
-0.31,-0.95,-4.75,1,1,258,10
-0.30,-0.96,-4.75,1,1,258,10
-0.27,-0.95,-4.78,1,1,259,10
-0.28,-0.97,-4.80,1,1,259,10
-0.28,-0.98,-4.81,1,1,258,10
-0.29,-0.96,-4.81,1,1,258,10
-0.29,-0.96,-4.84,1,1,259,10
-0.29,-0.97,-4.80,1,1,258,10
-0.28,-0.97,-4.81,1,1,258,10
-0.27,-0.98,-4.77,1,1,258,10
-0.28,-0.96,-4.77,1,1,259,10
-0.27,-0.98,-4.79,1,1,259,10
-0.29,-0.96,-4.83,1,1,258,10
-0.19,-1.03,-4.61,1,1,258,10
-0.24,-1.04,-4.77,1,1,258,10
-0.23,-1.05,-4.73,1,1,259,10
-0.23,-1.04,-4.74,1,1,259,10
-0.24,-1.04,-4.75,1,1,258,10
-0.22,-1.05,-4.77,1,1,259,10
-0.21,-1.03,-4.76,1,1,258,10
-0.23,-1.04,-4.77,1,1,259,10
-0.21,-1.05,-4.77,1,1,259,10
-0.27,-1.02,-4.87,1,1,259,10
-0.23,-1.04,-4.77,1,1,259,10
-0.23,-1.05,-4.81,1,1,258,10
-0.18,-1.10,-4.64,1,1,259,10
-0.22,-1.07,-4.77,1,1,258,10
-0.21,-1.07,-4.79,1,1,258,10
-0.09,-1.14,-4.78,1,1,259,10
-0.21,-1.09,-4.76,1,1,258,10
-0.17,-1.08,-4.72,1,1,259,10
-0.21,-1.08,-4.73,1,1,259,10
-0.20,-1.08,-4.75,1,1,258,10
-0.23,-1.06,-4.74,1,1,259,10
-0.23,-1.06,-4.74,1,1,259,10
-0.21,-1.08,-4.78,1,1,259,10
-0.20,-1.06,-4.75,1,1,259,10
-0.22,-1.10,-4.81,1,1,259,10
-0.19,-1.09,-4.76,1,1,260,10
-0.19,-1.10,-4.74,1,1,259,10
-0.22,-1.08,-4.76,1,1,259,10
-0.16,-1.11,-4.72,1,1,259,10
-0.21,-1.08,-4.77,1,1,259,10
-0.22,-1.10,-4.81,1,1,259,10
-0.21,-1.09,-4.76,1,1,260,10
-0.21,-1.07,-4.77,1,1,259,10
-0.23,-1.08,-4.80,1,1,259,10
-0.21,-1.07,-4.74,1,1,260,10
-0.22,-1.08,-4.78,1,1,259,10
-0.19,-1.07,-4.84,1,1,259,10
-0.21,-1.06,-4.77,1,1,260,10
-0.23,-1.08,-4.77,1,1,259,10
-0.21,-1.05,-4.77,1,1,260,10
-0.19,-1.07,-4.78,1,1,259,10
-0.22,-1.07,-4.78,1,1,259,10
-0.20,-1.07,-4.78,1,1,259,10
-0.19,-1.09,-4.73,1,1,260,10
-0.11,-1.11,-4.75,1,1,260,10
-0.23,-1.11,-4.49,1,1,260,10
-0.15,-1.12,-4.75,1,1,260,10
-0.16,-1.10,-4.75,1,1,260,10
-0.16,-1.13,-4.75,1,1,260,10
-0.17,-1.13,-4.76,1,1,259,10
-0.20,-1.12,-4.50,1,1,259,10
-0.14,-1.15,-4.78,1,1,260,10
