-0.19,0.11,4.87,0,0,232,5
-0.20,0.10,4.85,0,0,232,5
-0.19,0.11,4.86,0,0,233,5
-0.19,0.11,4.87,0,0,232,5
-0.22,0.12,4.86,0,0,232,5
-0.20,0.11,4.83,0,0,227,5
-0.21,0.11,4.85,0,0,227,5
-0.20,0.11,4.85,0,0,226,5
-0.21,0.11,4.85,0,0,227,5
-0.18,0.12,4.85,0,0,229,5
-0.21,0.11,4.85,0,0,225,5
-0.20,0.11,4.85,0,0,219,5
-0.19,0.11,4.86,0,0,217,5
-0.20,0.12,4.86,0,0,217,5
-0.20,0.11,4.87,0,0,221,5
-0.18,0.11,4.87,0,0,222,5
-0.19,0.12,4.84,0,0,219,5
-0.19,0.11,4.87,0,0,223,5
-0.19,0.10,4.87,0,0,215,5
-0.21,0.14,4.85,0,0,211,5
-0.18,0.08,4.87,0,0,210,5
-0.20,0.12,4.87,0,0,205,5
-0.21,0.11,4.84,0,0,203,5
-0.19,0.10,4.85,0,0,204,5
-0.19,0.11,4.86,0,0,209,5
-0.20,0.11,4.82,0,0,211,5
-0.20,0.11,4.86,0,0,215,5
-0.19,0.10,4.86,0,0,215,5
-0.19,0.11,4.86,0,0,215,5
-0.19,0.10,4.86,0,0,214,5
-0.19,0.12,4.87,0,0,211,5
-0.20,0.10,4.85,0,0,211,5
-0.20,0.11,4.86,0,0,207,5
-0.19,0.11,4.86,0,0,211,5
-0.21,0.11,4.85,0,0,209,5
-0.21,0.13,4.85,0,0,210,5
-0.18,0.11,4.83,0,0,214,5
-0.17,0.12,4.85,0,0,210,5
-0.19,0.10,4.85,0,0,212,5
-0.21,0.11,4.81,0,0,209,5
-0.19,0.12,4.83,0,0,214,5
-0.18,0.10,4.89,0,0,218,5
-0.20,0.10,4.88,0,0,219,5
-0.20,0.11,4.84,0,0,223,5
-0.20,0.12,4.86,0,0,225,5
-0.20,0.10,4.85,0,0,226,5
-0.22,0.12,4.85,0,0,226,5
-0.19,0.12,4.84,0,0,221,5
-0.19,0.11,4.87,0,0,215,5
-0.21,0.10,4.85,0,0,216,5
-0.19,0.11,4.86,0,0,217,5
-0.19,0.12,4.88,0,0,220,5
-0.21,0.10,4.83,0,0,223,5
-0.19,0.12,4.86,0,0,224,5
-0.19,0.11,4.87,0,0,227,5
-0.19,0.10,4.84,0,0,226,5
-0.20,0.10,4.86,0,0,226,5
-0.21,0.12,4.86,0,0,223,5
-0.19,0.11,4.85,0,0,219,5
-0.20,0.10,4.87,0,0,221,5
-0.19,0.11,4.83,0,0,223,5
-0.19,0.13,4.83,0,0,227,5
-0.18,0.11,4.88,0,0,226,5
-0.21,0.12,4.86,0,0,228,5
-0.20,0.11,4.83,0,0,227,5
-0.18,0.12,4.85,0,0,225,5
-0.20,0.11,4.83,0,0,226,5
-0.20,0.11,4.85,0,0,230,5
-0.18,0.11,4.86,0,0,230,5
-0.19,0.12,4.84,0,0,230,5
-0.19,0.12,4.86,0,0,224,5
-0.18,0.11,4.88,0,0,223,5
-0.19,0.11,4.84,0,0,225,5
-0.21,0.12,4.85,0,0,226,5
-0.18,0.10,4.84,0,0,226,5
-0.21,0.11,4.86,0,0,228,5
-0.20,0.12,4.85,0,0,227,5
-0.19,0.12,4.83,0,0,225,5
-0.19,0.11,4.87,0,0,227,5
-0.20,0.12,4.85,0,0,228,5
-0.19,0.11,4.85,0,0,226,5
-0.18,0.10,4.85,0,0,223,5
-0.19,0.11,4.86,0,0,223,5
-0.21,0.10,4.86,0,0,220,5
-0.18,0.11,4.86,0,0,221,5
-0.19,0.12,4.86,0,0,224,5
-0.20,0.10,4.87,0,0,226,5
-0.20,0.11,4.84,0,0,224,5
-0.21,0.11,4.87,0,0,223,5
-0.19,0.10,4.85,0,0,218,5
-0.20,0.10,4.86,0,0,208,5
-0.21,0.10,4.88,0,0,211,5
-0.19,0.11,4.86,0,0,215,5
-0.19,0.11,4.81,0,0,213,5
-0.21,0.11,4.85,0,0,215,5
-0.20,0.11,4.85,0,0,218,5
-0.19,0.10,4.87,0,0,220,5
-0.19,0.09,4.85,0,0,221,5
-0.19,0.10,4.85,0,0,225,5
-0.18,0.09,4.87,0,0,226,5
-0.20,0.11,4.83,0,0,227,5
-0.20,0.10,4.87,0,0,228,5
-0.20,0.11,4.84,0,0,229,5
-0.18,0.09,4.87,0,0,231,5
-0.20,0.12,4.88,0,0,231,5
-0.19,0.10,4.83,0,0,230,5
-0.20,0.11,4.83,0,0,226,5
-0.19,0.12,4.84,0,0,225,5
-0.19,0.09,4.85,0,0,227,5
-0.19,0.13,4.84,0,0,226,5
-0.19,0.11,4.85,0,0,224,5
-0.19,0.10,4.84,0,0,222,5
-0.18,0.12,4.83,0,0,223,5
-0.20,0.10,4.84,0,0,225,5
-0.19,0.10,4.89,0,0,227,5
-0.22,0.11,4.86,0,0,225,5
-0.18,0.11,4.85,0,0,228,5
-0.20,0.13,4.83,0,0,227,5
-0.21,0.11,4.85,0,0,225,5
-0.17,0.11,4.87,0,0,226,5
-0.19,0.12,4.83,0,0,223,5
-0.19,0.10,4.82,0,0,223,5
-0.19,0.11,4.85,0,0,225,5
-0.21,0.11,4.86,0,0,229,5
-0.20,0.11,4.86,0,0,232,5
-0.20,0.11,4.88,0,0,232,5
-0.21,0.13,4.86,0,0,233,5
