 3.33752,-19.61330,-12.41633,0.0,0,48512
 3.33752,-19.61330,-12.41633,0.0,0,48569
 3.33752,-19.61330,-12.41633,0.0,0,48643
 3.33752,-19.61330,-12.41633,0.0,0,48699
 3.33752,-19.61330,-12.41633,0.0,0,48758
 3.33752,-19.61330,-12.41633,0.0,0,48814
 3.33752,-19.61330,-12.41633,0.0,0,48873
 3.33752,-19.61330,-12.41633,0.0,0,48980
 3.33752,-19.61330,-12.41633,0.0,0,49045
 3.33752,-19.61330,-12.41633,0.0,0,49102
 3.33752,-19.61330,-12.41633,0.0,0,49159
 3.33752,-19.61330,-12.41633,0.0,0,49219
 3.33752,-19.61330,-12.41633,0.0,0,49274
 3.33752,-19.61330,-12.41633,0.0,0,49331
 3.33752,-19.61330,-12.41633,0.0,0,49387
 3.33752,-19.61330,-12.41633,0.0,0,49442
 3.33752,-19.61330,-12.41633,0.0,0,49498
 3.33752,-19.61330,-12.41633,0.0,0,49555
 3.33752,-19.61330,-12.41633,0.0,0,49613
 3.33752,-19.61330,-12.41633,0.0,0,49669
 3.33752,-19.61330,-12.41633,0.0,0,49724
 3.33752,-19.61330,-12.41633,0.0,0,49785
 3.33752,-19.61330,-12.41633,0.0,0,49840
 3.33752,-19.61330,-12.41633,0.0,0,49900
 3.33752,-19.61330,-12.41633,0.0,0,49960
 3.33752,-19.61330,-12.41633,0.0,0,50015
 3.33752,-19.61330,-12.41633,0.0,0,50071
 3.33752,-19.61330,-12.41633,0.0,0,50127
 3.33752,-19.61330,-12.41633,0.0,0,50184
 3.33752,-19.61330,-12.41633,0.0,0,50244
 3.33752,-19.61330,-12.41633,0.0,0,50299
 3.33752,-19.61330,-12.41633,0.0,0,50356
 3.33752,-19.61330,-12.41633,0.0,0,50412
 3.33752,-19.61330,-12.41633,0.0,0,50472
 3.33752,-19.61330,-12.41633,0.0,0,50528
 3.33752,-19.61330,-12.41633,0.0,0,50586
 3.33752,-19.61330,-12.41633,0.0,0,50668
 3.33752,-19.61330,-12.41633,0.0,0,50725
 3.33752,-19.61330,-12.41633,0.0,0,50781
 3.33752,-19.61330,-12.41633,0.0,0,50836
 3.33752,-19.61330,-12.41633,0.0,0,50896
 3.33752,-19.61330,-12.41633,0.0,0,50961
 3.33752,-19.61330,-12.41633,0.0,0,51017
 3.33752,-19.61330,-12.41633,0.0,0,51073
 3.33752,-19.61330,-12.41633,0.0,0,51129
 3.33752,-19.61330,-12.41633,0.0,0,51188
 3.33752,-19.61330,-12.41633,0.0,0,51244
 3.33752,-19.61330,-12.41633,0.0,0,51299
 3.33752,-19.61330,-12.41633,0.0,0,51355
 3.33752,-19.61330,-12.41633,0.0,0,51411
 3.33752,-19.61330,-12.41633,0.0,0,51467
 3.33752,-19.61330,-12.41633,0.0,0,51525
 3.33752,-19.61330,-12.41633,0.0,0,51580
 3.33752,-19.61330,-12.41633,0.0,0,51640
 3.33752,-19.61330,-12.41633,0.0,0,51697
 3.33752,-19.61330,-12.41633,0.0,0,51752
 3.33752,-19.61330,-12.41633,0.0,0,51808
 3.33752,-19.61330,-12.41633,0.0,0,51865
 3.33752,-19.61330,-12.41633,0.0,0,51920
 3.33752,-19.61330,-12.41633,0.0,0,51977
 3.33752,-19.61330,-12.41633,0.0,0,52038
 3.33752,-19.61330,-12.41633,0.0,0,52095
 3.33752,-19.61330,-12.41633,0.0,0,52152
 3.33752,-19.61330,-12.41633,0.0,0,52208
 3.33752,-19.61330,-12.41633,0.0,0,52264
 3.33752,-19.61330,-12.41633,0.0,0,52328
 3.33752,-19.61330,-12.41633,0.0,0,52383
 3.33752,-19.61330,-12.41633,0.0,0,52447
 3.33752,-19.61330,-12.41633,0.0,0,52503
 3.33752,-19.61330,-12.41633,0.0,0,52565
 3.33752,-19.61330,-12.41633,0.0,0,52634
 3.33752,-19.61330,-12.41633,0.0,0,52692
 3.33752,-19.61330,-12.41633,0.0,0,52754
 3.33752,-19.61330,-12.41633,0.0,0,52809
 3.33752,-19.61330,-12.41633,0.0,0,52869
 3.33752,-19.61330,-12.41633,0.0,0,52928
 3.33752,-19.61330,-12.41633,0.0,0,52984
 3.33752,-19.61330,-12.41633,0.0,0,53039
 3.33752,-19.61330,-12.41633,0.0,0,53095
 3.33752,-19.61330,-12.41633,0.0,0,53149
 3.33752,-19.61330,-12.41633,0.0,0,53216
 3.33752,-19.61330,-12.41633,0.0,0,53271
 3.33752,-19.61330,-12.41633,0.0,0,53326
 3.33752,-19.61330,-12.41633,0.0,0,53384
 3.33752,-19.61330,-12.41633,0.0,0,53447
 3.33752,-19.61330,-12.41633,0.0,0,53505
 3.33752,-19.61330,-12.41633,0.0,0,53560
 3.33752,-19.61330,-12.41633,0.0,0,53616
 3.33752,-19.61330,-12.41633,0.0,0,53674
 3.33752,-19.61330,-12.41633,0.0,0,53729
 3.33752,-19.61330,-12.41633,0.0,0,53788
 3.33752,-19.61330,-12.41633,0.0,0,53843
 3.33752,-19.61330,-12.41633,0.0,0,53899
 3.33752,-19.61330,-12.41633,0.0,0,53957
 3.33752,-19.61330,-12.41633,0.0,0,54016
 3.33752,-19.61330,-12.41633,0.0,0,54071
 3.33752,-19.61330,-12.41633,0.0,0,54128
 3.33752,-19.61330,-12.41633,0.0,0,54186
 3.33752,-19.61330,-12.41633,0.0,0,54242
 3.33752,-19.61330,-12.41633,0.0,0,54304
 3.33752,-19.61330,-12.41633,0.0,0,54359
 3.33752,-19.61330,-12.41633,0.0,0,54415
 3.33752,-19.61330,-12.41633,0.0,0,54475
 3.33752,-19.61330,-12.41633,0.0,0,54530
 3.33752,-19.61330,-12.41633,0.0,0,54585
 3.33752,-19.61330,-12.41633,0.0,0,54640
 3.33752,-19.61330,-12.41633,0.0,0,54698
 3.33752,-19.61330,-12.41633,0.0,0,54754
 3.33752,-19.61330,-12.41633,0.0,0,54814
 3.33752,-19.61330,-12.41633,0.0,0,54873
 3.33752,-19.61330,-12.41633,0.0,0,54928
 3.33752,-19.61330,-12.41633,0.0,0,54984
 3.33752,-19.61330,-12.41633,0.0,0,55041
 3.33752,-19.61330,-12.41633,0.0,0,55097
 3.33752,-19.61330,-12.41633,0.0,0,55152
 3.33752,-19.61330,-12.41633,0.0,0,55210
 3.33752,-19.61330,-12.41633,0.0,0,55266
