,index,weight,pred
0,2,0.0,0.342199456807
1,3,0.0,0.0597910980463
2,6,0.0,0.405120157958
3,9,0.0,-0.442211125119
4,10,0.0,-0.344021803806
5,12,0.0,1.33444125398
6,15,0.0,-0.985015169355
7,16,0.0,3.40567112894
8,17,0.0,-0.588883025515
9,18,0.0,5.54481187884
10,20,0.0,1.07085074126
11,22,0.0,1.02085722797
12,25,0.0,0.615607753065
13,27,0.0,0.631499044052
14,30,0.0,1.98738451883
15,36,0.0,1.30634688444
16,39,0.0,-2.15618851115
17,45,0.0,0.0631801389845
18,46,0.0,-0.147410943341
19,52,0.0,-0.80429456383
20,53,0.0,-0.242428025747
21,54,0.0,-0.273040796095
22,55,0.0,-0.277152075944
23,59,0.0,-1.0200109754
24,60,0.0,-0.325214602156
25,64,0.0,0.0487034732427
26,68,0.0,-0.215171694955
27,69,0.0,-0.739955694154
28,72,0.0,-0.740762858587
29,73,0.0,-0.855287280012
30,75,0.0,-0.639655078152
31,76,0.0,-0.327730363581
32,88,0.0,-0.93631847993
33,92,0.0,9.46351476772
34,94,0.0,15.7348489403
35,97,0.0,18.7967387583
36,99,0.0,26.5112973003
37,109,0.0,31.8152800275
38,110,0.0,31.2005260023
39,111,0.0,37.9825263925
40,113,0.0,7.90227669891
41,114,0.0,0.273349518233
42,115,0.0,22.9102870781
43,119,0.0,18.1869232965
44,121,0.0,21.7101137526
45,122,0.0,20.4953375441
46,124,0.0,16.9440448599
47,130,0.0,8.56050948051
48,132,0.0,10.4758781385
49,134,0.0,10.7620797153
50,140,0.0,12.2498090578
51,141,0.0,5.07215031622
52,143,0.0,21.1753616437
53,145,0.0,25.5282487938
54,153,0.0,1.98049413955
55,155,0.0,1.52549885843
56,157,0.0,4.76210302579
57,162,0.0,-5.87461753016
58,166,0.0,5.46785607629
59,170,0.0,27.5075868936
60,175,0.0,3.27116891999
61,176,0.0,-0.0875178308716
62,180,0.0,-2.01644475747
63,186,0.0,-3.86780810205
64,193,0.0,0.996152678276
65,195,0.0,7.92703935573
66,196,0.0,-8.9894520094
67,198,0.0,12.7064853135
68,200,0.0,27.3524441315
69,206,0.0,11.144381154
70,208,0.0,9.71389338423
71,212,0.0,8.19019420701
72,213,0.0,10.8279540255
73,214,0.0,10.5477748621
74,217,0.0,10.8158811391
75,220,0.0,7.62671955731
76,222,0.0,4.64895157927
77,226,0.0,21.866698377
78,227,0.0,22.5854475441
79,242,0.0,-0.730992234158
80,245,0.0,-1.14942237473
81,246,0.0,0.977165890496
82,251,0.0,0.135566831064
83,253,0.0,0.437514317896
84,257,0.0,0.365091308277
85,259,0.0,0.562579207087
86,260,0.0,1.42241560513
87,264,0.0,0.236938756463
88,265,0.0,-0.0481407346379
89,268,0.0,-0.159707998414
90,271,0.0,-0.238241308824
91,273,0.0,-1.27429920445
92,279,0.0,-0.158231820757
93,283,0.0,1.05155391302
94,286,0.0,7.15382576863
95,292,0.0,9.61585617431
96,293,0.0,2.83183172096
97,300,0.0,6.98208749319
98,301,0.0,14.6746965364
99,305,0.0,6.4882942662
100,308,0.0,14.7728166131
101,319,0.0,30.9581004689
102,321,0.0,17.9787513011
103,325,0.0,7.74024471224
104,326,0.0,7.99759455145
105,333,0.0,-1.94456844377
106,339,0.0,-0.89619015972
107,344,0.0,-1.0599242728
108,346,0.0,-0.280527260435
109,349,0.0,-1.12235172469
110,353,0.0,-0.94580281227
111,355,0.0,1.67521893554
112,357,0.0,0.369968533735
113,366,0.0,0.810368029282
114,374,0.0,-1.04019443123
115,377,0.0,0.119141553657
116,387,0.0,0.508489258448
117,388,0.0,3.19468981288
118,390,0.0,2.57802395266
119,395,0.0,-0.40831618598
120,397,0.0,0.595137803017
121,400,0.0,1.7813836389
122,407,0.0,5.35698523877
123,411,0.0,1.52675914127
124,416,0.0,5.20304369833
125,417,0.0,3.38904272268
126,418,0.0,3.60210789624
127,421,0.0,1.93930235129
128,423,0.0,-1.65203791298
129,425,0.0,0.0472431182944
130,434,0.0,-0.0888429339795
131,435,0.0,-0.0742245517485
132,436,0.0,0.136561609098
133,440,0.0,0.121943226867
134,442,0.0,0.121943226867
135,444,0.0,0.136561609098
136,446,0.0,0.136561609098
137,448,0.0,0.136561609098
138,450,0.0,0.136561609098
139,451,0.0,-0.0742245517485
140,452,0.0,-0.0742245517485
141,454,0.0,0.121943226867
142,458,0.0,0.136561609098
143,459,0.0,-0.0888429339795
144,460,0.0,-0.0742245517485
145,463,0.0,-0.0742245517485
146,470,0.0,-0.0742245517485
147,479,0.0,0.136561609098
148,483,0.0,-0.680312253086
149,487,0.0,-1.43884121757
150,488,0.0,-2.59811267132
151,495,0.0,-1.88812538559
152,497,0.0,-1.52794388569
153,499,0.0,-0.915617106831
154,500,0.0,-1.29327147103
155,501,0.0,-1.05102774824
156,505,0.0,-2.93593480654
157,510,0.0,-2.01777182682
158,511,0.0,9.12649655381
159,515,0.0,-4.30777794213
160,519,0.0,-0.64276723174
161,520,0.0,12.2750135515
162,523,0.0,7.70594389823
163,524,0.0,5.70406458234
164,528,0.0,1.9716538418
165,529,0.0,6.33146773924
166,531,0.0,-0.773470103424
167,542,0.0,3.8767005075
