,index,weight,pred
168,543,0.0,1.29601557292
169,544,0.0,0.0704018190011
170,545,0.0,-0.140384341845
171,548,0.0,-0.246031387729
172,552,0.0,1.48380750307
173,556,0.0,0.00390971163249
174,558,0.0,-0.058239457579
175,559,0.0,-0.0480803524565
176,566,0.0,-0.058239457579
177,569,0.0,-0.058239457579
178,572,0.0,-0.246031387729
179,584,0.0,7.58082837877
180,589,0.0,-1.19808772618
181,592,0.0,5.35704352096
182,593,0.0,3.44365419433
183,604,0.0,-1.4456755198
184,606,0.0,-1.31563115595
185,607,0.0,8.07037377906
186,609,0.0,-1.04858505261
187,610,0.0,5.1349146392
188,611,0.0,-1.61884711397
189,613,0.0,-3.83789761664
190,620,0.0,1.39719244155
191,629,0.0,9.88365629597
192,631,0.0,8.91752585098
193,635,0.0,-6.28517779095
194,641,0.0,13.3999957074
195,645,0.0,-7.47406099011
196,647,0.0,9.76742890117
197,648,0.0,-3.25194851575
198,649,0.0,1.33429636432
199,653,0.0,5.53499799214
200,654,0.0,-1.36245500965
201,658,0.0,13.8927453658
202,663,0.0,8.49453167482
203,664,0.0,6.28130439584
204,675,0.0,1.86295385094
205,676,0.0,6.99470928483
206,678,0.0,12.1433810049
207,682,0.0,-0.0846464768744
208,683,0.0,0.363059517012
209,689,0.0,0.754406342617
210,690,0.0,0.346350860629
211,691,0.0,2.26054622203
212,693,0.0,0.40468150216
213,696,0.0,0.490040328937
214,701,0.0,0.768325161427
215,703,0.0,0.804059548242
216,706,0.0,0.461131931642
217,707,0.0,0.430934666444
218,710,0.0,0.937029431845
219,712,0.0,0.461131931642
220,713,0.0,0.461131931642
221,714,0.0,0.545109474345
222,716,15.0,23.2165748736
223,717,15.0,16.8116291121
224,719,15.0,20.7297682361
225,726,15.0,21.8396615412
226,732,15.0,31.0175118657
227,738,15.0,16.050920577
228,740,15.0,24.6467514155
229,741,15.0,20.4541878563
230,742,15.0,16.4222323856
231,744,15.0,12.0549170575
232,749,15.0,14.6037935656
233,750,15.0,12.2153737883
234,751,15.0,13.9512175833
235,755,15.0,32.181475728
236,759,15.0,15.2537267077
237,761,15.0,19.3862203022
238,762,15.0,12.0012950294
239,764,15.0,16.9538168158
240,766,15.0,17.4379241437
241,767,15.0,33.2845615194
242,768,15.0,24.3359541386
243,770,15.0,19.9800982907
244,771,15.0,24.0846780043
245,772,15.0,26.2550312907
246,786,15.0,14.7885785134
247,789,15.0,15.0413868463
248,790,15.0,16.1474938138
249,791,15.0,14.3538192155
250,802,15.0,23.4008451738
251,803,15.0,24.0634328302
252,811,15.0,19.8632824149
253,815,15.0,17.5244628357
254,819,15.0,17.132167157
255,828,15.0,17.1084725737
256,829,15.0,18.8720643824
257,830,15.0,17.9393901081
258,834,15.0,31.5721081269
259,836,15.0,12.4871516995
260,837,15.0,18.3182793459
261,844,15.0,23.0087224855
262,845,15.0,17.9565876451
263,847,15.0,15.784092179
264,848,15.0,12.1139154884
265,856,15.0,17.807988273
266,857,15.0,22.6233391228
267,858,15.0,23.0092730861
268,862,15.0,19.2315137332
269,863,15.0,18.7899915221
270,864,15.0,20.2487795119
271,874,15.0,13.2938627267
272,875,15.0,15.7027500062
273,879,15.0,13.6129686184
274,882,15.0,8.28412593495
275,890,15.0,10.1765363387
276,893,15.0,14.7587420376
277,894,15.0,20.075263795
278,896,15.0,30.5750027737
279,906,15.0,19.3426738406
280,907,15.0,17.9231991337
281,911,15.0,10.7513171975
282,912,15.0,11.7040604131
283,913,15.0,21.2428718922
284,916,15.0,30.7807148682
285,922,15.0,15.2580764848
286,925,15.0,14.3268742863
287,931,15.0,14.9336073531
288,934,15.0,15.0683291751
289,938,15.0,14.9633296169
290,941,15.0,15.0683291751
291,942,15.0,14.7372716232
292,949,15.0,14.2091604169
293,953,15.0,14.9144106048
294,954,15.0,15.0591571097
295,955,15.0,14.1557544525
296,956,15.0,14.1861008492
297,961,15.0,20.3335993565
298,962,15.0,20.0585996514
299,963,15.0,15.8823829557
300,964,15.0,18.074276173
301,965,15.0,16.3964380924
302,966,15.0,15.2846108278
303,979,15.0,15.5660025658
304,981,15.0,14.4292984926
305,983,15.0,14.1048056502
306,984,15.0,16.4113060164
307,988,15.0,14.6038356776
308,990,15.0,14.9443073843
309,993,15.0,14.005469955
310,994,15.0,14.7967909208
311,996,15.0,15.4444742321
312,1010,15.0,15.0962946228
313,1022,15.0,15.173701234
314,1028,15.0,24.4712908937
315,1029,15.0,27.1279934334
316,1037,15.0,16.4079246986
317,1038,15.0,14.3381063884
318,1041,15.0,15.8073737446
319,1046,15.0,18.2296412788
320,1047,15.0,14.2703982795
321,1048,15.0,19.4283035575
322,1051,15.0,17.8835819833
323,1055,15.0,22.4598464052
324,1058,15.0,14.8218722827
325,1059,15.0,1.50910934204
326,1063,15.0,11.8589008001
327,1070,15.0,8.26730565698
328,1071,15.0,2.90831189549
329,1078,15.0,14.8189712774
330,1079,15.0,5.39895825455
331,1081,15.0,3.59053073952
332,1082,15.0,15.8185138374
333,1084,15.0,17.4013769128
334,1085,15.0,21.8026530706
335,1088,15.0,24.8426021157
336,1090,15.0,32.5485934663
337,1092,15.0,42.7856374193
338,1099,15.0,14.3226214705
339,1100,15.0,13.2848354767
340,1101,15.0,12.3342068389
341,1103,15.0,14.7150960592
342,1105,15.0,14.1635889277
343,1107,15.0,14.9773586736
344,1108,15.0,14.3939136755
345,1113,15.0,15.0781835568
346,1114,15.0,13.9454860862
347,1115,15.0,13.7378754348
348,1116,15.0,14.3449826513
349,1118,15.0,15.0679626392
350,1120,15.0,13.5321059096
351,1123,15.0,11.3001349394
352,1124,15.0,10.2437846187
353,1127,15.0,9.23626161936
354,1128,15.0,12.186621501
355,1134,15.0,20.082909968
356,1138,15.0,23.7595692247
357,1141,15.0,18.209457327
358,1143,15.0,27.0456418842
359,1153,15.0,24.8237350638
360,1154,15.0,12.9465320385
361,1160,15.0,15.2116369557
362,1165,15.0,21.4499724238
363,1166,15.0,21.5060988646
364,1167,15.0,18.1022120197
365,1170,15.0,11.4690582542
366,1172,15.0,11.042777989
367,1179,45.0,38.2879878647
368,1181,45.0,36.8202953328
369,1182,45.0,40.0574893822
370,1183,45.0,35.6154850209
371,1185,45.0,31.1922803562
372,1187,45.0,34.1284482048
373,1196,45.0,41.6314659416
374,1197,45.0,39.8766381651
375,1199,45.0,41.12905223
376,1201,45.0,44.2947414373
377,1205,45.0,30.261505392
378,1210,45.0,15.8530253832
379,1212,45.0,15.1197323556
380,1220,45.0,44.5711635152
381,1221,45.0,37.3980444404
382,1222,45.0,34.1452462893
383,1224,45.0,27.3828150622
384,1226,45.0,6.26370250696
385,1228,45.0,9.72000312188
386,1232,45.0,37.7650197825
387,1233,45.0,34.6553512634
388,1237,45.0,46.1158967754
389,1238,45.0,44.7895352289
390,1243,45.0,44.6776644365
391,1245,45.0,44.978578586
392,1249,45.0,37.191742317
393,1253,45.0,45.3860522235
394,1255,45.0,45.2909398849
395,1259,45.0,43.8493741901
396,1263,45.0,43.5243404711
397,1273,45.0,43.7379570547
398,1275,45.0,41.5265832069
399,1277,45.0,39.4869772184
400,1281,45.0,13.8551630241
401,1294,45.0,35.3905174793
402,1296,45.0,45.8786844965
403,1297,45.0,39.180050564
404,1298,45.0,45.3695345777
405,1299,45.0,45.8398745908
406,1302,45.0,43.5645091457
407,1304,45.0,35.1592446314
408,1305,45.0,41.7182701786
409,1307,45.0,40.160019302
410,1308,45.0,42.4630941394
411,1309,45.0,36.3208915204
412,1319,45.0,24.8639349947
413,1322,45.0,7.97622059223
414,1324,45.0,35.6286697689
415,1327,45.0,40.5740516346
416,1336,45.0,21.8161887361
417,1337,45.0,21.5630389076
418,1341,45.0,12.8629604297
419,1344,45.0,18.0621776112
420,1346,45.0,17.0142360915
421,1352,45.0,43.6962789885
422,1353,45.0,42.359763742
423,1354,45.0,41.3230423042
424,1363,45.0,38.9614319699
425,1370,45.0,43.2487687275
426,1371,45.0,43.5914371125
427,1372,45.0,46.018409401
428,1373,45.0,46.9928116248
429,1374,45.0,46.937491888
430,1383,45.0,45.1309370497
431,1392,45.0,48.00426154
432,1407,45.0,44.6898643297
433,1410,45.0,51.655669134
434,1411,45.0,48.135890321
435,1415,45.0,23.9486694475
436,1419,45.0,41.5879448648
437,1420,45.0,46.5573062498
438,1424,45.0,43.1162326138
439,1425,45.0,35.6525088551
440,1426,45.0,22.1261353619
441,1429,45.0,41.3598160883
442,1431,45.0,43.651803063
443,1438,45.0,44.3003627268
444,1440,45.0,46.9606737404
445,1444,45.0,43.924924194
446,1445,45.0,51.599133852
447,1448,45.0,46.321299616
448,1449,45.0,46.8088545908
449,1454,45.0,43.210198571
450,1455,45.0,42.7004113688
451,1464,45.0,44.328701233
452,1465,45.0,43.9570076098
453,1466,45.0,44.1713313507
454,1467,45.0,44.2943006978
455,1468,45.0,43.8593893885
456,1469,45.0,45.329783437
457,1470,45.0,44.3290436413
458,1471,45.0,43.271765567
459,1474,45.0,44.4469728203
460,1478,45.0,45.5357726134
461,1479,45.0,46.5600905366
462,1483,45.0,47.8244275123
463,1485,45.0,47.5817313933
464,1489,45.0,44.9467611857
465,1503,45.0,20.5308594124
466,1504,45.0,12.8042884628
467,1505,45.0,18.4159404853
468,1515,45.0,11.8219467997
469,1529,45.0,31.6178099161
470,1530,45.0,13.3821068327
471,1531,45.0,15.3271436154
472,1535,45.0,28.4532953687
473,1538,45.0,47.3289118016
474,1539,45.0,47.2369706616
475,1541,45.0,44.9415107208
476,1543,45.0,45.0650219061
477,1544,45.0,46.1582498066
478,1545,45.0,45.2396738858
