 0.14844, 2.86825,-9.24162,1.0,0,3675
-0.24421, 3.62482,-9.39006,1.0,0,3731
-0.76614, 2.89220,-9.64384,1.0,0,3790
-1.00078, 2.77727,-9.59117,1.0,0,3846
-0.94332, 2.80600,-9.56723,1.0,0,3901
-1.12527, 2.64799,-9.02614,1.0,0,3956
-1.19710, 3.46202,-9.73961,1.0,0,4012
-1.00556, 2.94966,-9.29429,1.0,0,4071
-0.95768, 2.94966,-9.31344,1.0,0,4132
-1.05345, 2.86825,-9.40442,1.0,0,4192
-0.99120, 2.43730,-9.15543,1.0,0,4248
-1.00556, 2.91135,-9.46667,1.0,0,4305
-1.05824, 2.55701,-9.20810,1.0,0,4361
-1.15401, 2.67672,-9.60075,1.0,0,4417
-1.30245, 2.44687,-9.41879,1.0,0,4475
-0.78051, 2.57616,-9.75877,1.0,0,5093
-0.91459, 3.31836,-10.36689,1.0,0,5150
-1.57060, 2.48518,-17.18558,1.0,0,5207
-2.74376, 5.73172,-10.18493,3.0,0,5268
-0.34955, 2.61447,-10.00776,3.0,0,5330
 0.21069, 2.25534,-9.12191,3.0,0,5386
-0.69432, 2.94487,-10.06522,3.0,0,5448
-1.05824, 2.87783,-8.96389,3.0,0,5509
-0.74699, 2.90656,-9.49062,3.0,0,5577
-0.91937, 2.20267,-9.40921,3.0,0,5636
-0.48842, 2.48518,-9.54329,3.0,0,5693
-0.46926, 2.77727,-9.31344,3.0,0,5781
 1.87705,-5.10923,-18.77533,3.0,0,5839
-0.45011, 2.65756,-9.10754,3.0,0,5906
-0.93853, 2.73418,-9.09797,3.0,0,5972
-0.86191, 2.94008,-9.54808,3.0,0,6027
-0.24900, 3.20344,-8.52336,3.0,0,6085
-0.52672,-3.15556,-15.61020,3.0,0,6140
 0.69432, 2.81079,-8.60955,3.0,0,6198
 0.05267, 2.98318,-9.47625,3.0,0,6254
 0.67516, 2.68151,-9.66779,3.0,0,6310
-0.05746, 3.97916,-9.83538,3.0,0,6366
-0.79966, 3.32315,-9.02614,3.0,0,6429
 1.62327, 2.56180,-9.40921,3.0,0,6487
-0.74220, 3.62961,-9.53850,5.0,0,6549
 0.66559, 2.23618,-8.69574,5.0,0,6605
 1.13485, 4.77883,-8.82024,3.0,0,6663
 0.61292, 4.54898,-9.73961,3.0,0,6718
 2.95923, 3.75890,-6.32548,3.0,0,6780
 1.52271, 4.44843,-9.26077,3.0,0,6835
-0.26815, 3.03106,-8.59997,3.0,0,6904
 1.96803, 5.96156,-8.61913,3.0,0,6960
 0.77093, 5.64553,-8.15465,3.0,0,7017
 1.67594, 5.37738,-8.66701,3.0,0,7076
 2.07817, 5.56891,-8.39407,3.0,0,7134
 2.03507, 4.86502,-8.00621,3.0,0,7190
 2.23140, 5.34386,-8.20732,3.0,0,7246
 2.73897, 5.62637,-7.53216,3.0,0,7305
 0.74699, 5.74130,-8.34619,3.0,0,7362
 2.44687, 5.66468,-7.96790,3.0,0,7417
 1.51314, 5.31992,-7.92002,3.0,0,7472
 1.52271, 5.85622,-7.60398,3.0,0,7527
 1.35033, 6.61757,-7.66145,3.0,0,7586
 4.62081, 4.01268,-8.26478,3.0,0,7642
-0.60813, 4.03184,-8.99741,1.0,0,5552
-0.65601, 4.09887,-8.97347,1.0,0,5611
-0.64165, 4.07014,-8.98783,1.0,0,5670
-0.57461, 4.18028,-9.05966,1.0,0,5725
-0.49799, 4.07972,-8.95431,1.0,0,5783
-0.33519, 5.27682,-9.02614,3.0,0,5841
 0.00958, 4.61602,-8.58561,3.0,0,5896
-0.13408, 4.88417,-8.67659,3.0,0,5952
 0.05267, 5.08528,-8.55209,3.0,0,6010
 0.05267, 4.74531,-8.98304,3.0,0,6066
-0.54588, 3.13640,-9.09797,3.0,0,6122
-1.81959, 1.96803,-9.39485,3.0,0,6183
-2.64320, 2.60010,-9.46667,3.0,0,6239
-2.65278, 1.19231,-9.27035,3.0,0,6296
-2.17872, 2.08296,-9.23683,3.0,0,6352
-2.07338, 1.75256,-9.19373,3.0,0,6408
-2.40857, 2.36547,-9.50019,3.0,0,6465
-2.46603, 2.39899,-9.13148,3.0,0,6522
-2.14042, 1.85790,-8.02058,3.0,0,6577
-1.47483, 4.73094,-8.38449,3.0,0,6634
 1.67115, 4.61602,-7.47949,3.0,0,6693
 3.04064, 7.48427,-7.96790,3.0,0,6751
 3.05021, 7.51779,-7.22091,3.0,0,6811
 1.66636, 6.39252,-7.00065,3.0,0,6867
 0.38307, 4.36702,-7.40766,3.0,0,6929
-0.69911, 6.55532,-6.93361,3.0,0,6988
-0.33519, 8.53772,-8.07804,3.0,0,7046
-0.14365, 9.66779,-5.75566,3.0,0,7105
-0.11492, 7.19218,-6.77559,3.0,0,7160
-0.55545, 7.26880,-4.91769,3.0,0,7221
-4.20901, 8.20253,-4.26168,3.0,0,7277
-3.45723, 7.58483,-4.89854,3.0,0,7340
-3.75890, 8.37971,-6.90967,3.0,0,7397
-3.86903, 6.76123,-7.98227,3.0,0,7453
-4.00789, 5.84185,-6.06691,3.0,0,7512
-4.86981, 3.76368,-8.02536,3.0,0,7568
-5.60243, 5.11880,-8.75799,3.0,0,7623
-5.14753, 6.68940,-6.91445,3.0,0,7679
-4.58729, 7.04374,-7.56089,3.0,0,7735
-4.05099, 4.40533,-7.91523,3.0,0,7790
-4.40054, 4.19943,-8.15944,3.0,0,7853
-4.25689, 4.85065,-8.09240,3.0,0,7908
-4.00789, 4.80756,-8.27915,3.0,0,7970
-3.46680, 4.92248,-8.06846,3.0,0,8028
-3.11725, 4.18028,-8.56167,3.0,0,8084
-3.11725, 4.14197,-8.63349,3.0,0,8141
-3.84509, 3.96001,-8.59040,3.0,0,8200
-4.27126, 2.76770,-8.39407,3.0,0,8258
-3.19865, 1.75734,-8.09240,7.0,0,8314
-3.11246, 0.76614,-8.49942,7.0,0,8369
-3.69186,-0.00958,-9.35175,7.0,0,8424
